0.626894,21.2678,0.058705,1,
1.21006,21.9056,0.158129,1,
1.91418,20.7133,0.00383131,1,
1.48486,21.4337,0.0290792,1,
1.61793,21.1308,0.701963,1,
1.47532,20.6954,0.00250182,1,
1.31617,21.1876,0.106547,1,
1.55286,21.1673,0.0674654,1,
2.4707,21.1296,0.02945,1,
1.09824,21.6237,0.0318385,1,
0.919475,21.3045,0.0230088,0,
3.08088,21.0606,0.78277,1,
1.15439,20.1849,0.0654752,1,
0.773111,21.3753,0.0726935,1,
1.6226,21.6931,0.00506815,1,
1.88247,20.959,0.220149,1,
2.16982,21.2015,0.0634965,1,
1.3404,20.6296,0.0703421,1,
1.62565,21.0821,0.0284972,1,
1.8563,21.4667,0.171952,1,
1.37546,21.2323,0.00687611,1,
2.2256,21.0452,0.996487,1,
2.50296,20.7441,0.135053,1,
1.98712,21.7777,0.00594808,1,
1.85738,21.3497,0.0513955,0,
1.07298,20.514,0.0797341,0,
2.00895,21.5185,0.00509865,1,
1.21523,20.7731,0.00461348,1,
1.17102,21.3202,0.00880251,0,
1.99791,20.5769,0.0862284,1,
1.52127,21.6527,0.47611,1,
1.32861,21.0108,0.632495,1,
0.739879,20.781,0.00247965,1,
0.698386,20.8311,0.12678,1,
2.31609,21.3666,0.360358,1,
1.53381,20.7713,0.292004,1,
1.24605,20.9775,0.116789,1,
1.05191,20.5679,0.216934,1,
1.52841,20.6164,0.167389,1,
1.47846,21.0736,0.582888,1,
2.31279,20.8092,0.0141678,1,
2.59659,21.1528,0.142308,1,
2.53343,20.5712,0.0491106,1,
0.551338,20.2608,0.533875,0,
2.18213,21.6836,0.0478097,1,
1.43807,21.6934,0.00321513,1,
1.59722,20.7449,0.212418,1,
1.78196,20.7889,0.0810902,1,
1.29708,21.6008,0.0395002,1,
1.3719,20.885,0.163607,1,
1.61508,21.1437,0.0960159,1,
2.36845,20.7184,0.657721,1,
1.60395,20.6277,0.136814,1,
0.779514,21.3967,0.0205655,1,
2.36862,20.9922,0.0777973,1,
0.564251,21.5377,0.0123727,0,
1.05933,20.2603,0.00452557,1,
0.274696,20.2502,0.581941,1,
3.72434,22.7163,0.743516,1,
1.9987,21.2144,0.0680307,1,
1.57308,21.7869,0.228895,1,
1.76888,22.2207,0.0387555,1,
1.28194,22.4543,0.0351093,1,
0.79064,21.7427,0.000649863,1,
0.91238,21.7456,0.000520467,1,
1.98871,22.426,0.00477253,1,
1.59227,21.9822,0.0218153,1,
1.73388,22.249,0.0022709,1,
1.66033,22.1313,0.0406273,1,
0.269543,22.2346,0.000934928,1,
2.32995,22.5951,0.000288692,1,
1.78168,22.2763,0.00569527,1,
1.30171,22.1737,0.271287,1,
0.824404,22.3497,0.00226498,1,
0.946484,22.7578,0.00565851,0,
0.993224,22.9383,0.00140478,0,
0.639158,22.0942,0.339031,0,
1.87372,22.2355,0.316974,1,
2.3414,22.0146,0.0310278,1,
2.26227,22.5174,0.217598,1,
1.53482,22.6301,0.0149807,0,
0.996452,22.3836,0.0300079,1,
2.54948,22.0556,0.284893,1,
1.2294,22.851,0.00544304,1,
1.56258,22.7141,0.0158713,0,
0.946184,22.374,0.00661297,1,
1.59557,23.1479,0.207887,1,
1.89948,22.6973,0.214542,1,
1.7004,22.2182,0.0230468,1,
0.878326,22.5888,0.00622033,0,
1.86029,22.8636,0.00532772,1,
1.31967,22.7528,0.107682,1,
1.61465,22.0428,0.0336485,1,
1.22959,22.1985,0.00689002,1,
1.64447,22.4081,0.0114808,1,
2.27809,22.5904,0.00666062,1,
1.66005,22.2931,0.0774371,1,
0.619895,21.9743,0.00461719,1,
1.74702,22.7331,0.142629,1,
0.90134,22.9309,0.0157411,0,
2.14937,23.0391,0.0153892,1,
1.84009,22.9081,0.00891989,1,
2.31265,22.5783,0.461613,1,
0.99071,22.2425,0.00291011,0,
0.50114,22.5765,0.0451841,0,
1.22512,22.6418,0.0073497,1,
0.804158,21.8599,0.00345446,0,
2.46084,22.7933,0.649162,1,
1.58766,23.0024,0.0101033,1,
1.46374,22.2529,0.0190077,1,
2.13756,21.9398,0.0641281,1,
3.57071,22.7514,1.04846,1,
0.616244,22.0859,0.0443244,1,
1.73678,23.0862,0.012266,0,
1.6987,22.7101,0.587458,1,
1.42479,22.7296,0.00207785,1,
0.807613,21.9391,0.0257849,0,
2.58951,22.4316,0.00574202,1,
1.58574,22.6264,1.08856,1,
1.07625,22.5461,0.0352273,1,
1.52724,22.5131,0.652211,1,
2.07448,22.5705,0.0275322,1,
1.34819,23.051,0.00267258,1,
1.63032,23.0274,0.0462412,1,
1.26608,22.476,0.0702196,1,
2.56426,22.897,0.0241664,1,
2.14498,22.4165,0.0297762,1,
2.36523,21.3814,0.00116816,1,
