4,3.0352,-7.25024,0.243792,1,
4,1.75472,-7.04412,0.446428,1,
4,4.55325,-6.89262,0.0106443,1,
4,2.17606,-6.93793,0.357041,1,
4,2.28161,-8.62621,1.67755e-05,1,
4,1.47676,-7.47572,0.35093,1,
4,2.31597,-8.5141,1.02902e-05,1,
4,0.417699,-69.7133,0.0383346,0,
4,1.68371,-7.89002,0.140087,1,
4,2.26524,-7.64469,2.71968e-05,1,
4,1.04062,-7.49139,0.510549,1,
4,3.27743,-6.75998,0.0676436,1,
4,2.3104,-6.43958,3.49873e-05,1,
4,1.40773,-5.70739,0.224852,1,
4,1.80004,-6.85147,0.0158733,1,
4,2.27618,-7.69554,1.52955e-05,1,
4,1.68013,-7.15458,0.292239,1,
4,2.27243,-6.67658,7.00444e-06,1,
4,2.25881,-7.29327,2.23336e-05,1,
4,2.00804,-6.70598,0.171311,1,
4,2.29764,-7.14287,7.00609e-05,1,
4,1.58169,-6.99377,0.153883,1,
4,2.27251,-7.42225,4.52947e-05,1,
4,0.314309,-8.28207,0.569596,0,
4,1.14318,-6.9892,0.0961422,1,
4,0.973898,-7.33375,0.0216649,1,
4,1.8603,-8.26463,0.100242,1,
4,1.54682,-8.18567,0.50999,1,
4,2.31361,-8.70306,1.35154e-05,1,
4,2.25565,-7.98018,1.69749e-05,1,
4,2.27649,-7.47058,2.56488e-05,1,
4,0.757966,-7.19048,0.329932,0,
4,1.40317,-8.34832,0.322588,1,
4,2.25299,-8.14761,0.440855,1,
4,2.28797,-7.57389,1.14654e-05,1,
4,2.27122,-8.16307,2.65839e-05,1,
4,2.25972,-8.24523,1.01044e-05,1,
4,2.28378,-8.46694,3.33609e-05,1,
4,2.29419,-7.83459,4.02222e-05,1,
4,2.26263,-7.6842,1.81068e-05,1,
4,0.644158,-125.953,0.105164,0,
4,2.26402,-8.163,4.79251e-05,1,
4,2.92948,-8.5704,0.291463,1,
4,1.13683,-7.41769,0.0698918,1,
4,1.49657,-8.47285,0.234565,1,
4,2.49134,-8.20073,0.145122,1,
