4,1.77506,-7.27373,0.264119,1,
4,4.76815,-7.26387,0.0438866,1,
4,0.351477,-43.4357,0.0403816,0,
4,0.965265,-6.75992,0.0174182,1,
4,2.25463,-7.5529,1.88955e-05,1,
4,1.30781,-7.34907,0.42929,1,
4,2.28795,-6.98315,5.32126e-05,1,
4,1.31416,-7.44353,0.43147,1,
4,2.2593,-7.6559,4.6466e-05,1,
4,4.51912,-8.09532,0.118253,1,
4,2.05438,-7.75918,0.159278,1,
4,1.39827,-9.11316,0.418622,1,
4,2.24791,-8.28317,2.62947e-06,1,
4,0.764498,-7.98439,0.582673,0,
4,2.27601,-8.26021,3.01975e-05,1,
4,2.3073,-8.29135,2.75065e-05,1,
4,2.25642,-8.47495,1.76491e-05,1,
4,0.313579,-7.67769,0.589136,0,
4,1.09964,-8.34926,0.03701,1,
4,2.25319,-8.21487,8.54776e-06,1,
4,2.35951,-7.91075,4.51702e-05,1,
4,2.2825,-8.56796,3.15744e-05,1,
4,0.280884,90.2093,0.119995,1,
4,2.25425,-7.44173,2.38395e-05,1,
4,0.619643,-8.30159,0.56204,0,
4,0.556645,-7.92294,0.492206,1,
4,2.30849,-7.7963,1.24712e-05,1,
4,2.30564,-7.17086,2.0632e-05,1,
4,1.39912,-7.47866,0.444764,1,
4,1.51348,-7.83829,0.402225,1,
4,3.61934,-7.62896,0.152135,1,
4,0.813076,-7.77027,0.00187292,1,
4,3.84646,-7.8445,0.0713623,1,
4,2.28819,-8.64702,2.7039e-05,1,
4,1.77336,-8.62245,0.236673,1,
4,1.29292,-7.99043,0.0636495,1,
4,2.11168,-7.8685,0.248047,1,
4,0.419085,-6.97386,0.036371,1,
4,0.892867,-7.89666,0.365904,1,
4,1.34168,-7.46536,0.438979,1,
4,2.23922,-7.59416,2.89885e-05,1,
4,2.33407,-7.49896,1.01558e-05,1,
4,0.315131,-7.5632,0.55662,0,
4,0.360599,46.9292,0.11141,0,
5,2.29662,-8.2902,2.53366e-05,1,
5,1.46033,-8.60843,0.397553,1,
5,0.572668,-8.5699,0.524923,0,
5,2.31738,-7.71726,2.89012e-05,1,
5,2.28652,-7.33636,2.91759e-05,1,
5,2.29134,-7.3339,3.29567e-05,1,
5,0.384316,-8.28599,0.00959965,0,
5,2.2681,-7.51357,3.40878e-05,1,
5,1.75169,-8.21185,0.511484,1,
5,2.30525,-7.64425,4.93648e-05,1,
5,1.99504,-7.68515,0.238902,1,
5,2.09053,-8.19707,0.416973,1,
5,2.3081,-7.03091,1.91935e-05,1,
5,0.681866,-8.20155,0.451703,0,
5,2.26564,-7.25131,1.37066e-05,1,
5,2.26849,-7.54991,0.00970442,1,
5,1.81291,-7.40891,0.241257,1,
5,2.12348,-8.30247,0.3187,1,
5,2.28585,-7.60064,3.44e-05,1,
5,1.89671,-8.21226,0.446037,1,
5,2.26534,-7.19443,3.43179e-05,1,
5,2.24353,-6.8079,5.58607e-05,1,
5,2.29019,-6.86254,3.93851e-05,1,
5,2.3111,-7.93415,2.27436e-05,1,
