15,2.16185,-10.2863,0.0572305,1,
15,14.8908,-9.42878,0.00137461,1,
15,1.50239,-9.11231,0.104174,1,
15,0.634437,-10.6441,0.230675,1,
15,14.9238,-10.4302,0.000302558,1,
15,0.78788,-9.59782,0.0762974,1,
15,14.9254,-10.5426,0.000355098,1,
15,14.9241,-10.1407,0.000436389,1,
15,1.48719,-9.5481,0.193017,1,
15,1.97265,-9.68146,0.138412,1,
15,14.877,-8.98435,0.000422626,1,
15,1.55827,-9.69643,0.126397,1,
15,0.551895,-10.3801,0.170158,1,
15,1.5502,-10.06,0.206156,1,
15,14.8835,-9.2845,0.00090303,1,
15,14.9191,-10.2358,0.000712892,1,
15,14.9279,-10.3026,0.000264687,1,
15,1.29332,-9.62349,0.447592,1,
15,14.8505,-9.49799,0.000776476,1,
15,14.9229,-10.2203,0.000302159,1,
15,14.9133,-9.3304,0.000429146,1,
15,2.02998,-9.67392,0.138944,1,
15,0.338931,-9.85768,0.232922,0,
15,2.12505,-10.5396,0.272509,1,
15,2.08008,-10.0208,0.209686,1,
15,14.9064,-10.4027,0.000173486,1,
15,11.0395,-10.1998,0.375116,1,
15,2.14761,-10.156,0.181038,1,
15,0.778919,-9.37982,0.201117,1,
15,14.9303,-9.43364,0.000652107,1,
15,1.95838,-10.8477,0.286927,1,
15,14.9132,-9.50746,0.00117074,1,
15,14.885,-10.3879,0.000284383,1,
15,1.94196,-10.376,0.150998,1,
15,14.9512,-9.93588,0.000441467,1,
15,1.32242,-10.2171,0.14287,1,
15,14.9546,-9.71448,0.000566815,1,
15,14.9019,-10.2308,0.000452168,1,
15,1.49043,-10.3588,0.177477,1,
15,2.10222,-9.9815,0.161975,1,
15,1.49223,-10.279,0.148104,1,
15,1.21691,-10.2489,0.139436,1,
15,2.35114,-9.81078,0.195718,1,
15,2.7053,-9.33991,0.207394,1,
15,1.79184,-10.439,0.191922,1,
15,14.9502,-10.4273,0.00030818,1,
15,1.63355,-10.2335,0.156361,1,
15,14.9264,-9.3511,0.000440105,1,
15,0.35116,-27.9614,0.0467451,0,
15,14.8897,-9.80206,0.000853634,1,
15,1.6676,-10.2798,0.22344,1,
15,14.9013,-10.0233,0.000963988,1,
15,1.78591,-10.5953,0.19515,1,
15,2.02724,-9.50762,0.167604,1,
