14,14.894,-8.19239,0.000112755,1
14,1.70451,-7.97539,0.456208,1
14,0.344245,-8.36179,0.407453,1
14,1.08931,-8.96627,0.197696,1
14,14.9644,-8.46393,5.27562E-05,1
14,1.73924,-8.61594,0.245678,1
14,2.57216,-9.05695,0.234724,1
14,14.9154,-8.07559,3.46375E-05,1
14,0.438906,-8.61576,0.0522802,1
14,1.08665,-8.67073,0.502148,0
14,0.278934,48.0461,0.568347,0
14,0.546415,-7.61752,0.0871486,1
14,2.13248,-8.13575,0.106197,1
14,14.9047,-8.27261,5.27547E-05,1
14,14.9547,-8.21263,0.000284807,1
14,0.391442,-8.62588,0.598093,0
14,14.8522,-8.36308,1.30686E-05,1
14,0.724796,-8.12618,0.120094,1
14,0.641379,-85.661,0.192916,0
14,0.555812,-71.576,0.343398,0
14,0.969014,-7.63465,0.311446,1
14,14.8599,-7.92205,8.74749E-05,1
14,1.83551,-7.07064,0.264669,1
14,14.9044,-8.04372,0.000106125,1
14,14.9569,-7.8394,4.20242E-05,1
14,14.8983,-8.09055,0.000258822,1
14,0.632408,-8.5317,0.368242,0
14,0.955846,-8.45871,0.164235,1
14,14.9205,-8.92419,0.000138252,1
14,14.9322,-9.41365,4.03289E-05,1
14,14.9497,-9.40576,6.29708E-05,1
14,1.49923,-9.49585,0.308405,1
14,0.297601,-10.1196,0.579526,0
14,3.06268,-8.86696,0.0449415,1
14,1.05272,-9.01463,0.0870133,1
14,0.747204,-9.54663,0.136652,1
14,14.9129,-9.59043,0.000117009,1
14,0.614077,-9.95819,0.287063,0
14,0.559111,-9.82988,0.378219,0
14,0.705569,-8.60486,0.0668474,1
14,0.654435,-9.17253,0.197606,1
14,1.26714,-9.16828,0.31799,1
14,14.8866,-9.73754,0.000212449,1
14,14.9007,-10.0064,6.41015E-05,1
14,0.975204,-9.39572,0.17245,1
14,2.15953,-8.98482,0.385379,1
14,0.733494,-9.4291,0.375572,1
14,1.22488,-9.34489,0.506898,0
14,14.9065,-9.21038,4.60931E-05,1
14,14.9156,-9.46595,0.00016509,1
14,14.8643,-9.28061,0.000163672,1
